Year,CLIENT_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,CREATED_DATE,ACTIVE
2020,3656238058,THE WHALE,"1201 N. LASALLE DR., UNIT 2805",C/O THE VIG CHICAGO,CHICAGO,IL,60610,UNITED STATES,03/30/2020,Y
2020,227265740,RAJA FOODS LLC D/B/A PATEL BROTHERS,8110 N. SAINT LOUIS AVENUE,,SKOKIE,IL,60076,UNITED STATES,03/30/2020,Y
2020,3229334732,AARP,"222 N. LASALLE STREET, SUITE 710",,CHICAGO,IL,60601,UNITED STATES,04/07/2017,Y
2020,2889267022,TOWER 10 GLADES LLC,150 N. MICHIGAN AVE.,SUITE 2700,CHICAGO,IL,60601,UNITED STATES,03/30/2020,Y
2020,640476459,ILLINOIS LIBRARY ASSOCIATION,"33 W. GRAND AVE., STE. 401",,CHICAGO,IL,60654,UNITED STATES,03/31/2020,Y
2020,3464129431,THE AZEK COMPANY,1330 W. FULTON MARKET STREET,,CHICAGO,IL,60607,UNITED STATES,04/01/2020,Y
2020,18461183,ABBVIE INC.,1 NORTH WAUKEGAN ROAD,,NORTH CHICAGO,IL,60064,UNITED STATES,07/19/2017,Y
2020,4109920514,MOLSON COORS BEVERAGE COMPANY USA LLC,250 S WACKER DR,,CHICAGO,IL,60606,UNITED STATES,04/02/2020,Y
2020,2941588815,"WMS PROPERTY, LLC",1030 W. CHICAGO AVE.,THIRD FLOOR,CHICAGO,IL,60642,UNITED STATES,04/04/2020,Y
2020,3626769940,"DAC DEVELOPMENTS, LLC",640 N. LASALLE ST.,,CHICAGO,IL,60654,UNITED STATES,04/04/2020,Y
2020,1400952891,"SERVERFARM, LLC",999 N. PACIFIC COAST HIGHWAY,SUITE 600,EL SEGUNDO,CA,90245,UNITED STATES,04/06/2020,Y
2020,3044976328,FARMERS FRIDGE,2000 WEST FULTON STREET,F-301,CHICAGO,IL,60612,UNITED STATES,04/06/2020,Y
2020,665495313,JC RESTORATION,3200 SQUIBB AVENUE,,ROLLING MEADOWS,IL,60008,UNITED STATES,04/07/2020,Y
2020,3300583736,WOMEN EMPLOYED,"65 E WACKER PLACE, SUITE 1500",,CHICAGO,IL,60601-7253,UNITED STATES,04/07/2020,Y
2020,637626330,"UNQORK, INC",85 5TH AVENUE,6TH FLOOR,NEW YORK,NY,10003,UNITED STATES,04/08/2020,Y
2020,4259517106,ASSOCIATION FORUM,10 S. RIVERSIDE PLAZA,STE 800,CHICAGO,IL,60606,UNITED STATES,04/09/2020,Y
2020,2784679334,GREATER ILLINOIS TITLE COMPANY,120 N. LASALLE ST,SUITE 900,CHICAGO,IL,60602,UNITED STATES,04/09/2020,Y
2020,1883939200,CHRIS SPINA,2046 W.GRAND,,CHICAGO,IL,60617,UNITED STATES,04/09/2020,Y
2020,1343327482,HAYMARKET CENTER,932 W. WASHINGTON BLVD,,CHICAGO,IL,60607,UNITED STATES,04/10/2020,Y
2020,2404258645,ALEJANDRA AREVALO,6341 W HENDERSON ST,,CHICAGO,IL,60634,UNITED STATES,04/10/2020,Y
2020,1718157176,"CWAZ, LLC",1132 W FULTON STREET,,CHICAGO,IL,60607,UNITED STATES,04/13/2020,Y
2020,2794578820,KATMERKA RAMIC,4468 N. ELSTON AVE,,CHICAGO,IL,60630,UNITED STATES,07/30/2020,Y
2020,2482211545,"CWAZ, LLC",5001-5009 N CLARK STREET,,CHICAGO,IL,60640,UNITED STATES,04/13/2020,Y
2020,2347703595,ALBANY PARK THEATRE PROJECT,P.O. BOX 25072,,CHICAGO,IL,60625,UNITED STATES,04/13/2020,Y
2020,3783668665,"CWAZ, LLC",1152 W RANDOLPH STREET,,CHICAGO,IL,60607,UNITED STATES,04/13/2020,Y
2020,2654113746,DOM'S MARKET AND KITCHEN,1165 N. CLARK STREET,UNIT 412,CHICAGO,IL,60610,UNITED STATES,04/16/2020,Y
2020,1987409022,SALVATION ARMY,5040 NORTH PULASKI ROAD,,CHICAGO,IL,60630,UNITED STATES,04/16/2020,Y
2020,2965912346,"HRP EXCHANGE 55, LLC",111 S. WACKER DRIVE,SUITE 3000,CHICAGO,IL,60606,UNITED STATES,04/17/2020,Y
2020,2554576045,FOCAL POINT LIGHTS,4141 S. PULASKI RD.,,CHICAGO,IL,60632,UNITED STATES,04/17/2020,Y
2020,4120665594,GOTHAMS,4400 COMPUTER DRIVE,,WESTBOROUGH,MA,01581,UNITED STATES,04/17/2020,Y
2020,982567356,HERTZ GLOBAL,8501 WILLIAMS ROAD,,ESTERO,FL,33928-3325,UNITED STATES,04/03/2017,Y
2020,3354215018,"INNER VOICE, INC",212 W. VAN BUREN STREET,SUITE 300,CHICAGOL,IL,60607,UNITED STATES,04/17/2020,Y
2020,3529424196,1124 W WILSON INVESTORS LLC,1135 W. CHICAGO AVE,,CHICAGO,IL,60642,UNITED STATES,04/19/2020,Y
2020,1285846214,"2401 STATE STREET QOZB, LLC",1135 W. CHICAGO AVE,,CHICAGO,IL,60642,UNITED STATES,04/19/2020,Y
2020,2448823751,2207 W 18TH LLC,"5901 N. CICERO AVE., STE 303",,CHICAGO,IL,60646,UNITED STATES,04/19/2020,Y
2020,204251936,"EDGEWATER ACQUISITIONS, LLC","15 S. RACINE AVE., UNIT 1",,CHICAGO,IL,60607,UNITED STATES,07/19/2019,Y
2020,2040704930,2434 S ALBANY LLC,2434 S. ALBANY AVENUE,,CHICAGO,IL,60623,UNITED STATES,04/19/2020,Y
2020,3395794210,U.S. INDIA FRIENDSHIP COUNCIL,120 EASY STREET,SUITE 1,CAROL STREAM,IL,60188,UNITED STATES,07/30/2020,Y
2020,594753094,AMERICAN HOTEL & LODGING ASSOCIATION,"1250 I STREET, N.W., SUITE 1100",,WASHINGTON,DC,20005,UNITED STATES,01/22/2016,Y
2015,943394592,"MB FINANCIAL BANK, N.A.",6111 N. RIVER RD,,ROSEMONT,IL,60018,UNITED STATES,01/16/2014,Y
2015,2387306949,"EFFERQUEST, LLC",1501 N. MILWAUKEE AVE.,,CHICAGO,IL,60622,UNITED STATES,10/20/2014,Y
2016,2308578134,ILLINOIS BANKERS ASSOCIATION,194 E. DELAWARE PLACE,SUITE 500,CHICAGO,IL,60611,UNITED STATES,01/17/2013,Y
2022,951357028,"SERPOSS, MICHAEL",35 E DIVISION ST. #3A,,CHICAGO,IL,60610,UNITED STATES,02/24/2022,Y
2017,1414890232,DAN MARK,2918 SOUTH WENTWORTH AVENUE,,CHICAGO,IL,60616,UNITED STATES,06/17/2016,Y
2017,1004445229,"ARONSON, RICH",1341 W FULLERTON,#159,CHICAGO,IL,60614,UNITED STATES,07/14/2016,Y
2014,2684207238,"RED STAR OUTDOOR, LLC",MR. SCOTT GOLDSTEIN,"770 N. LASALLE STREET, SUITE 600",CHICAGO,IL,60610,UNITED STATES,07/10/2014,Y
2014,1872185059,THE HABITAT COMPANY LLC,350 W HUBBARD ST.,STE. 500,CHICAGO,IL,60610,UNITED STATES,01/24/2014,Y
2020,427390515,"IVANYSHYN-UGRYNA, SVITLANA",3510 W PIECE AVENUE,,CHICAGO,IL,60651,UNITED STATES,11/27/2019,Y
2018,1978004019,PRATEEK DATT,911 N MENARD AVE,,CHICAGO,IL,60651,UNITED STATES,10/22/2018,Y
2021,2637967518,OMEGA ASSOCIATES,3333 WARRENVILLE ROAD,,LISLE,IL,60532,UNITED STATES,07/26/2021,Y
2019,972176129,"PILOT PROJECT BREWING, LLC",2324 NORTH HAMILTON AVENUE,SUITE 2,CHICAGO,IL,60647,UNITED STATES,05/24/2018,Y
2021,557205514,INSIGHT HOSPITAL,2525 S. MICHIGAN AVENUE,,CHICAGO,IL,60616,UNITED STATES,11/05/2021,Y
2017,600491405,RUSH UNIVERSITY MEDICAL CENTER,"1725 W. HARRISON ST., STE. 364",,CHICAGO,IL,60612,UNITED STATES,,Y
2017,905711673,"SHOTCALLER GLOBAL, INC.",5201 MANOR VIEW DRIVE,,YORBA LINDA,CA,92886-4447,UNITED STATES,03/08/2017,Y
2020,798305379,TARGET CORPORATION,1155 F STREET NW,SUITE 925,WASHINGTON,DC,20004,UNITED STATES,01/16/2019,Y
2021,1209461854,CHICAGO FEDERATION OF LABOR,180 N STETSON,SUITE 1529,CHICAGO,IL,60601,UNITED STATES,11/05/2021,Y
2022,3242694163,"BECKER, JEFF",1745 W SCHOOL,,CHICAGO,IL,60657,UNITED STATES,02/24/2022,Y
2020,2618938803,VERIZON,ONE VERIZON WAY,,BASKING RIDGE,NJ,07928,UNITED STATES,05/22/2017,Y
2016,3803180503,"854 W. RANDOLPH, LLC",2001 N. HALSTED ST.,,CHICAGO,IL,60614,UNITED STATES,07/19/2016,Y
2022,4150166937,"ASCEND WELLNESS HOLDINGS, LLC",1411 BROADWAY,,NEW YORK,NY,10018,UNITED STATES,07/22/2020,Y
2018,3588578631,ALTRIA CLIENT SERVIES LLC,101 CONSTITUTION AVENUE NW,SUITE 400W,WASHINGTON,DC,20001,UNITED STATES,07/08/2015,Y
2018,927984227,"PEORIA PARKING PARTNERS, LLC",411 S. SANGAMON ST,,CHICAGO,IL,60608,UNITED STATES,05/03/2016,Y
2019,3187514379,545 INVESTORS LLC,125 HIGH STREET,"HIGH STREET TOWER, 27TH FLOOR",BOSTON,MA,02110,UNITED STATES,02/28/2018,Y
2016,2231350553,"WESTFIELD CONCESSION MANAGEMENT, INC.","2730 UNIVERSITY BLVD., STE 900",,WHEATON,MD,20902,UNITED STATES,,Y
2017,3384849696,"SOLSTICE ON THE PARK, LLC",32 NORTH DEAN ST.  2NS FLR,,ENGLEWOOD,NJ,07631,UNITED STATES,01/08/2016,Y
2019,1555145685,JAM PRODUCTIONS,207 W. GOETHE STREET,,CHICAGO,IL,60610,UNITED STATES,,Y
2015,1330499214,OUR LADY OF THE RESURRECTION CENTER MEDICAL STAFF,5600 WEST ADDISON,SUITE 505,CHICAGO,IL,60634,UNITED STATES,02/21/2014,Y
2015,4238742771,METRON-FARNIER,5665 AIRPORT BLVD,,BOULDER,CO,80301,UNITED STATES,05/02/2012,Y
2020,3955859671,"GOLDEN MILE HOTELS, LLC",660 N. STATE,,CHICAGO,IL,60654,UNITED STATES,05/10/2019,Y
2016,1404704485,"AKARA PARTNERS, LLC",640 N. LASALLE STREET,#275,CHICAGO,IL,60610,UNITED STATES,03/18/2015,Y
2021,2771929584,ELECTRONIC KNOWLEDGE INTERCHANGE,33 W. MONROE,SUITE 1050,CHICAGO,IL,60633,UNITED STATES,10/18/2012,Y
2014,2958484415,CHICAGO INVESTMENTS LP II,1725 S WABASH,,CHICAGO,IL,60616,UNITED STATES,01/16/2014,Y
2019,1236798044,MCZ DEVELOMMENT INC.,1636 N. BOSWORTH,CUITE C-1,CHICAGO,IL,60642,UNITED STATES,09/27/2013,Y
2014,2971480586,TAXI AFFILIATION SERVICES LLC,3351 W ADDISON,,CHICAGO,IL,60618,UNITED STATES,01/02/2014,Y
2017,3391212769,LYFT,2300 HARRISON ST.,,SAN FRANCISCO,CA,94110,UNITED STATES,01/19/2016,Y
2017,3881614111,"OXFORD CAPITAL GROUP, LLC",350 WEST HUBBARD STREET,SUITE 440,CHICAGO,IL,60654,UNITED STATES,01/09/2015,Y
2017,527801838,"SAFFRON CAPITAL PARTNERS, LLC",1844 N HOYNE,,CHICAGO,IL,60647,UNITED STATES,01/17/2017,Y
2018,83073491,ILLINOIS RESTAURANT ASSOCIATION,"33 W. MONROE, STE. 250",,CHICAGO,IL,60603,UNITED STATES,,Y
2016,1715678696,"WEINSTEIN, LISA & EDWARDS, ANDREW",3646 N LAKEWOOD,,CHICAGO,IL,60613,UNITED STATES,04/25/2016,Y
2019,4238442013,CIGNA,900 COTTAGE GROVE RD.  B6LPA,,HARTFORD,CT,06152,UNITED STATES,03/12/2019,Y
2020,4282934035,CHICAGO HOUSING AUTHORITY,60 E. VAN BUREN,12TH FLOOR,CHICAGO,IL,60605,UNITED STATES,01/14/2019,Y
2020,1094275858,FARE CONCEPTS LLC,728 N. MORGAN STREETC,#1301,CHICAGO,IL,60642,UNITED STATES,04/20/2020,Y
2020,3135071095,THE WHALE,1201 N. LASALLE DR.,UNIT 2805/C/O THE VIG CHICAGO,CHICAGO,IL,60610,UNITED STATES,04/20/2020,Y
2020,3570035802,"NEW CONGRESS, LLC","180 N. STETSON CT., SUITE 2880",C/O BLUE ROAD VENTURES,CHICAGO,IL,60601,UNITED STATES,04/20/2020,Y
2020,3525773927,"CHICK-FIL-A, INC.",5200 BUFFINGTON ROAD,ATTN:  SUSANNAH FROST,ATLANTA,GA,30349,UNITED STATES,04/30/2015,Y
2020,2864426773,THE ONNI GROUP,200 N. LASALLE ST.,"SUITE 300, ATTN:  BRIAN BRODEUR",CHICAGO,IL,60601,UNITED STATES,07/18/2016,Y
