EXPENDITURE_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,ACTION,AMOUNT,EXPENDITURE_DATE,PURPOSE,RECIPIENT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
3898952646,10/01/2020,12/31/2020,18822,JOHN,A,ESCOBAR,ADMINISTRATIVE,550.00,12/10/2020,APPLICATION FEE,"CITY OF CHICAGO, 121 N. LA SALLE ST., CHICAGO, IL 60602",761225540,TRUST CULLERTON 2000,01/20/2021
772832861,01/01/2021,03/31/2021,9082,JOSEPH,E,PILEWSKI,LOBBYIST REGISTRATION,306.75,01/18/2021,STATE LOBBYIST REGISTRATION,"IL SECRETARY OF STATE, SPRINGFIELD, IL",2806544094,LAKESHORE BEVERAGE,04/01/2021
772832861,01/01/2021,03/31/2021,9082,JOSEPH,E,PILEWSKI,LOBBYIST REGISTRATION,306.75,01/18/2021,STATE LOBBYIST REGISTRATION,"IL SECRETARY OF STATE, SPRINGFIELD, IL",3604580792,CHICAGO TEACHERS UNION,04/01/2021
3971839513,01/01/2021,03/31/2021,9082,JOSEPH,E,PILEWSKI,LOBBYIST REGISTRATION,350.00,01/19/2021,CHICAGO LOBBYING REGISTRATION,"CHICAGO BOARD OF ETHICS, 740 N. SEDWICK, SUITE 500, CHICAGO, IL 60654",3604580792,CHICAGO TEACHERS UNION,04/01/2021
1372576639,01/01/2022,03/31/2022,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,576.00,02/23/2022,CATCHUP MEETING WITH CDOT,CDOT / MARK MALONEY,3163700895,"JCDECAUX NORTH AMERICA, INC",04/01/2022
31573769,01/01/2022,03/31/2022,6164,GABRIELLE,,BRUSSEL,ADMINISTRATION OF THE COORDINATED STREET FURNITURE PROGRAM,301.22,02/22/2022,TRAVEL TO CHICAGO,DELTA,3481189951,"JCDECAUX CHICAGO, LLC",04/01/2022
4011516547,01/01/2022,03/31/2022,6164,GABRIELLE,,BRUSSEL,ADMINISTRATION OF THE COORDINATED STREET FURNITURE PROGRAM,552.96,02/25/2022,HOTEL IN CHICAGO (2/22-25),LONDONHOUSE,3481189951,"JCDECAUX CHICAGO, LLC",04/01/2022
1512820523,01/01/2022,03/31/2022,23621,JONATHAN,,HART,REGISTRATION,350.00,01/03/2022,LOBBYIST REGISTRATION FEE,"BOARD OF ETHICS, 740 N. SEDGWICK STREET, CHICAGO, IL 60654",155426226,CROWN CASTLE,04/06/2022
1892798941,01/01/2022,03/31/2022,25174,SONY,,CORTES,SPECIAL USE APPLICATION SUPPORTING DOCUMENTS,1600.00,03/09/2022,FEES FOR CONSULTING,"PRICE APPRAISALS, INC, 5 REVERE DRIVE, STE 430, NORTHBROOK, IL 60602, EXPERT APPRAISER",4018325919,"STYLES PARLOR, LLC",05/26/2022
3682053833,01/01/2022,03/31/2022,25174,SONY,,CORTES,BUSINESS LICENSING,6410.00,03/28/2022,APPLICATION AND PROCESSING FEES FOR INCIDENTAL ALCOHOL,"CHICAGO BUSINESS DEPARTMENT, 121 N. LASALLE STREET 8TH FLOOR CHICAGO, IL 60602",187309377,"TAQUERIA LA HACIENDITA, INC.",05/26/2022
2906252813,10/01/2022,12/31/2022,25748,THOMAS,S,MOORE,SPECIAL USE,1025.00,11/10/2022,FILING FEE,CITY OF CHICAGO,3412193615,"MURAT, SYMBAT",12/27/2022
3444648089,10/01/2022,12/31/2022,25748,THOMAS,S,MOORE,ZONING CHANGE,1050.00,10/05/2022,FILING FEE,CITY OF CHICAGO,1679887283,"DOKES, NEDRA",12/27/2022
1777357680,10/01/2022,12/31/2022,25748,THOMAS,S,MOORE,VARIATION/SPECIAL USE,1525.00,10/05/2022,FILING FEE,CITY OF CHICAGO,2750072268,"KRINSKI, JASON",12/27/2022
3622387075,10/01/2022,12/31/2022,25748,THOMAS,S,MOORE,ALLEY VACATION,350.00,10/12/2022,FILING FEE,CITY OF CHICAGO,1958688538,"BONEY, TOM",12/27/2022
3068260650,10/01/2022,12/31/2022,25748,THOMAS,S,MOORE,ZONING CHANGE,1050.00,11/02/2022,FILING FEE,CITY OF CHICAGO,857988374,"DELUNA, ANA",12/27/2022
3444648089,10/01/2022,12/31/2022,25748,THOMAS,S,MOORE,ZONING CHANGE,1050.00,10/05/2022,FILING FEE,CITY OF CHICAGO,4250737558,"VENCIUS, GIEDRE",12/27/2022
2146987672,10/01/2022,12/31/2022,6164,GABRIELLE,,BRUSSEL,ADMINISTRATION OF THE CITY DIGITAL NETWORK,668.35,10/04/2022,FLIGHT TO/FROM CHICAGO,UNITED AIRLINES,2349450331,"INTERSTATE JCDECAUX, LLC",01/03/2023
743900072,10/01/2022,12/31/2022,6164,GABRIELLE,,BRUSSEL,ADMINISTRATION OF THE STREET FURNITURE PROGRAM,739.65,12/02/2022,HOTEL,HILTON HOMEWARD SUITES,3481189951,"JCDECAUX CHICAGO, LLC",01/03/2023
674267807,07/01/2022,09/30/2022,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVEL AND MEALS FOR SELF,532.00,09/15/2022,FOUR CDN BOARDS CONTRACTUAL 9 YR INSPECTION,FINANCE TEAM (COLLEEN STONE),2349450331,"INTERSTATE JCDECAUX, LLC",10/01/2022
309679216,10/01/2022,12/31/2022,6164,GABRIELLE,,BRUSSEL,ADMINISTRATION OF THE STREET FURNITURE PROGRAM,297.20,11/13/2022,FLIGHT TO/FROM CHICAGO,DELTA AIRLINES,3481189951,"JCDECAUX CHICAGO, LLC",01/03/2023
1786129513,04/01/2022,06/30/2022,25748,THOMAS,S,MOORE,VARIATION,525.00,04/26/2022,FILING FEE,CITY OF CHICAGO,1501732598,"NELSON-GARLATI, LAURA",10/03/2022
1613140816,10/01/2022,12/31/2022,3788,JEAN-FRANCOIS,,DECAUX,ATTEND MEETING IN CHICAGO,500.00,10/13/2022,MEETING WITH ALDER REILLY,JEAN-FRANCOIS DECAUX - CO-CEO,1742230202,"JCDECAUX NORTH AMERICA, INC.",01/10/2023
1776013097,10/01/2022,12/31/2022,22203,JIM,,LAZARSKI,RED LIGHT PROGRAM MANAGEMENT,751.39,10/26/2022,AIRFARE + BOOKING FEES,"AMERICAN AIRLINES; 1 SKYVIEW DRIVE FORT WORTH, TX 76155",413645007,CONDUENT INCORPORATED,01/11/2023
2823365165,10/01/2022,12/31/2022,25323,JULIE,,DWORKIN,PASSAGE OF RESOLUTION ON REAL ESTATE TRANSFER TAX INCREASE,350.00,10/11/2022,LUNCH FOR ACTION,"PETE'S FRESH MARKET, SUPERMARKET, 2526 W CERMAK",440280861,CHICAGO COALITION FOR THE HOMELESS,01/13/2023
1973279503,10/01/2022,12/31/2022,25323,JULIE,,DWORKIN,PASSAGE OF RESOLUTION ON REAL ESTATE TRANSFER TAX INCREASE,553.00,10/11/2022,SUPPLIES FOR ACTION,AMAZON,440280861,CHICAGO COALITION FOR THE HOMELESS,01/13/2023
2887943926,10/01/2022,12/31/2022,25323,JULIE,,DWORKIN,PASSAGE OF RESOLUTION ON REAL ESTATE TRANSFER TAX INCREASE,2956.00,12/16/2022,DINNER FOR ACTION,"OUTSIDE THE BOX CATERING, 444 W. LAKE ST, CHICAGO, IL",440280861,CHICAGO COALITION FOR THE HOMELESS,01/13/2023
1314471154,04/01/2022,06/30/2022,25748,THOMAS,S,MOORE,ZONING CHANGE,1025.00,06/08/2022,FILING FEE,CITY OF CHICAGO,3651688602,CENTRAL PARK FOODS,10/03/2022
2732208644,10/01/2022,12/31/2022,25323,JULIE,,DWORKIN,PASSAGE OF RESOLUTION ON REAL ESTATE TRANSFER TAX INCREASE,337.00,12/16/2022,DINNER FOR ACTION,"SOMETHING SWEET, BAKERY, 4456 N. KEDZIE, CHICAGO, IL",440280861,CHICAGO COALITION FOR THE HOMELESS,01/13/2023
387709927,10/01/2022,12/31/2022,26683,SHAWN,,JOHNSON,FLIGHT,547.60,12/16/2022,FLY TO MEETING,AMERICAN AIRLINES,4153575901,AMP CAPITAL INVESTORS INTERNATIONAL HOLDINGS LIMITED,01/16/2023
1105161415,10/01/2022,12/31/2022,4196,ELVIN,E,CHARITY,SPECIAL USE APPLICATION,1075.00,11/16/2022,APPLICATION FEES,ZONING BOARD OF APPEALS,1247532477,MCDONALD'S CORPORATION,01/18/2023
1485114673,04/01/2022,06/30/2022,25748,THOMAS,S,MOORE,VARIATION,525.00,05/25/2022,FILING FEE,CITY OF CHICAGO,874089102,"PORTER, MAARSHALL",10/03/2022
2793994204,10/01/2022,12/31/2022,25760,GERALD,,GARCIA,MAILING FEE,460.00,11/15/2022,POSTAGE FOR MAILING,US POST OFFICE,3126069397,GELACIO RIVAS,01/19/2023
1336188811,10/01/2022,12/31/2022,20566,COLLIN,,TEAGUE,ADMINISTRATIVE ACTION: OFFER BOND UNDERWRITING SERVICES.,464.85,11/14/2022,ROUND-TRIP AIRFARE.,"UNITED AIRLINES, 233 SOUTH WACKER DRIVE, CHICAGO, IL 60606; AIRLINE. AMERICAN AIRLINES, 4255 AMON CARTER BOULEVARD, FT WORTH, TX 76155; AIRLINE.",2044198427,MORGAN STANLEY & CO. LLC,01/19/2023
379031148,04/01/2022,06/30/2022,25748,THOMAS,S,MOORE,VARIATION,525.00,04/28/2022,FILING FEE,CITY OF CHICAGO,2172606121,"GUERRA, JOSE",10/03/2022
1785295098,07/01/2022,09/30/2022,25748,THOMAS,S,MOORE,SPECIAL USE,1025.00,07/05/2022,FILING FEE,CITY OF CHICAGO,3477425404,"GARCIA, LIZET",10/03/2022
3128951177,10/01/2022,12/31/2022,16202,STACEY,,KODAK,CONTRACT YEAR REVIEW,350.00,11/29/2022,HOTEL,HILTON O'HARE,1329016318,"JCDECAUX AIRPORT CHICAGO, LLC",01/20/2023
246867166,10/01/2022,12/31/2022,16202,STACEY,,KODAK,CONTRACT YEAR REVIEW,450.00,11/28/2022,FLIGHT,UNITED AIRLINES,1329016318,"JCDECAUX AIRPORT CHICAGO, LLC",01/20/2023
1089900244,07/01/2022,09/30/2022,25748,THOMAS,S,MOORE,SPECIAL USE,525.00,07/06/2022,FILING FEE,CITY OF CHICAGO,2975738791,"THACHET, PUNNOOSE",10/03/2022
1827118063,04/01/2022,06/30/2022,25748,THOMAS,S,MOORE,SPECIAL USE,1025.00,06/27/2022,FILING FEE,CITY OF CHICAGO,2097701819,"CEPE, BAMIR",10/03/2022
1485114673,04/01/2022,06/30/2022,25748,THOMAS,S,MOORE,VARIATION,525.00,05/25/2022,FILING FEE,CITY OF CHICAGO,2849306630,"CHU, KEITH",10/03/2022
1285471875,04/01/2022,06/30/2022,25748,THOMAS,S,MOORE,VARIATION,1025.00,06/24/2022,FILING FEE,CITY OF CHICAGO,1170930927,"KINA, SAMUEL",10/03/2022
3940736742,01/01/2021,03/31/2021,16801,YUHONG,A,ZHANG,LOBBYIST REGISTRATION,350.00,01/19/2021,LOBBYIST REGISTRATION,CITY OF CHICAGO,2992711528,AMERICAN AIRLINES,04/10/2021
683255654,01/01/2022,03/31/2022,24861,WENDY,,ABRAMS,REGISTRATION,350.00,01/04/2022,LOBBYIST REGISTRATION FEE,"BOARD OF ETHICS, 740 N. SEDGWICK STREET, CHICAGO, IL 60654",155426226,CROWN CASTLE,04/13/2022
2143695416,01/01/2021,03/31/2021,16921,STEPHEN,,JOHNSON,ANNUAL REGISTRATION,350.00,01/14/2021,BOE ELECTRONIC LOBBYIST FILING,CITY OF CHICAGO,2992711528,AMERICAN AIRLINES,04/12/2021
3587280183,01/01/2021,03/31/2021,24221,KELLY,,EICKENHORST,ELECTRONIC REGISTRATION,350.00,01/04/2021,BOE LOBBYIST REGISTRATION,BOE,2992711528,AMERICAN AIRLINES,04/19/2021
1474678551,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,VARIATION,1050.00,03/23/2022,FILING FEE,CITY OF CHICAGO,3378748892,"CLANCY, MICHAEL",04/13/2022
3768372313,01/01/2021,03/31/2021,24763,LYNNETTE,,CRANDALL,LOBBYING REGISTRATION,306.75,01/01/2021,CITY OF CHICAGO LOBBYING REGISTRATION FEE,CITY OF CHICAGO,315622653,"LANDMARK CHICAGO INTERESTS, LLC AND ITS AFFILIATES",04/20/2021
3698722037,01/01/2021,03/31/2021,23081,ROBERT,,DUNN,LOBBYING REGISTRATION,306.75,01/01/2021,2021 LOBBYING REGISTRATION,CITY OF CHICAGO,315622653,"LANDMARK CHICAGO INTERESTS, LLC AND ITS AFFILIATES",04/20/2021
1305108290,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,03/08/2022,FILING FEE,CITY OF CHICAGO,967745946,"LIAVITSKYI, MARAT",04/13/2022
127646975,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,01/24/2022,FILING FEE,CITY OF CHICAGO,45743156,AVERY BEY,04/13/2022
822524217,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,VARIATION/SPECIAL USE,4075.00,02/04/2022,FILING FEE,CITY OF CHICAGO,339393907,STEPHEN TALTY,04/13/2022
1305108290,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,03/08/2022,FILING FEE,CITY OF CHICAGO,3927654440,"MCRAITH, MICHAEL",04/13/2022
1305108290,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,03/08/2022,FILING FEE,CITY OF CHICAGO,2961149134,"NONES, VICTORIA",04/13/2022
3822759807,10/01/2022,12/31/2022,25981,FLETCHER,J.,HOLMES,CITY ORDINANCES,1929.00,12/14/2022,LUNCH,"THE LASALLE CHICAGO-  208 S LA SALLE ST, CHICAGO, IL 60604-BLACK CAUCUS",1444244326,IRONWORKERS LOCAL 63,01/20/2023
456279722,01/01/2022,03/31/2022,25484,MAUREEN,,WHITFIELD,REGISTRATION,350.00,01/14/2022,LOBBYIST REGISTRATION FEE,"BOARD OF ETHICS, 740 N. SEDGWICK STREET, CHICAGO, IL 60654",155426226,CROWN CASTLE,04/13/2022
1305108290,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,03/08/2022,FILING FEE,CITY OF CHICAGO,2571798342,"PUGH, TREZ",04/13/2022
3706128957,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,VARIATION,525.00,02/23/2022,FILING FEE,CITY OF CHICAGO,3242694163,"BECKER, JEFF",04/13/2022
1885384036,01/01/2022,03/31/2022,16801,YUHONG,A,ZHANG,ANNUAL REGISTRATION,350.00,01/07/2022,LOBBYIST REGISTRATION,CITY OF CHICAGO,2992711528,AMERICAN AIRLINES,04/18/2022
745643624,01/01/2022,03/31/2022,16202,STACEY,,KODAK,MMF  REVIEW,375.00,03/21/2022,FLIGHT,UNITED AIRLINES,1329016318,"JCDECAUX AIRPORT CHICAGO, LLC",04/18/2022
715881200,01/01/2022,03/31/2022,16202,STACEY,,KODAK,MMF REVIEW,350.00,03/21/2022,HOTEL,HILTON O'HARE,1329016318,"JCDECAUX AIRPORT CHICAGO, LLC",04/18/2022
3106365385,01/01/2022,03/31/2022,25517,CLAY,,BYRD,TRAVEL FOR ECONOMIC DEVELOPMENT EFFORTS,356.00,02/07/2022,AIRFARE,"SOUTHWEST AIR: 2702 LOVE FIELD DRIVE, DALLAS, TEXAS 75235; AIRLINE",1306591171,AMAZON.COM SERVICES LLC,04/18/2022
691242834,01/01/2022,03/31/2022,25323,JULIE,,DWORKIN,TOWN HALL WITH ALDERPEOPLE,2203.00,03/31/2022,FOOD FOR TOWN HALL,"LOU MALNATI'S, 3859 W. OGDEN AVE.",440280861,CHICAGO COALITION FOR THE HOMELESS,04/18/2022
1056429273,01/01/2022,03/31/2022,16643,SAMUEL,,FRANKLIN,REGISTRATION,350.00,01/18/2022,LOBBYIST REGISTRATION FEE,"BOARD OF ETHICS, 740 N. SEDGWICK STREET, CHICAGO, IL 60654",155426226,CROWN CASTLE,04/19/2022
1413816561,01/01/2022,03/31/2022,4269,PEDRO,,CERVANTES,SPECIAL USE APPLICATION SUPPORTING DOCUMENTS,1600.00,03/02/2022,FEES FOR CONSULTING,"PRICE APPRAISALS, INC, 5 REVERE DRIVE, STE 430, NORTHBROOK, IL 60602, EXPERT APPRAISER",4018325919,"STYLES PARLOR, LLC",04/20/2022
3682053833,01/01/2022,03/31/2022,4269,PEDRO,,CERVANTES,BUSINESS LICENSING,6410.00,03/28/2022,APPLICATION AND PROCESSING FEES FOR INCIDENTAL ALCOHOL,"CHICAGO BUSINESS DEPARTMENT, 121 N. LASALLE STREET 8TH FLOOR CHICAGO, IL 60602",187309377,"TAQUERIA LA HACIENDITA, INC.",04/20/2022
4269518381,01/01/2022,03/31/2022,24221,KELLY,,EICKENHORST,ELECTRONIC REGISTRATION,350.00,01/20/2022,BOE LOBBYIST REGISTRATION,BOE,2992711528,AMERICAN AIRLINES,04/20/2022
1526592095,04/01/2022,06/30/2022,6164,GABRIELLE,,BRUSSEL,ADMINISTRATION OF COORDINATED STREET FURNITURE PROGRAM,447.60,04/10/2022,FLY TO CHICAGO,UNITED AIRLINES,3481189951,"JCDECAUX CHICAGO, LLC",06/30/2022
3336087170,04/01/2022,06/30/2022,6164,GABRIELLE,,BRUSSEL,ADMINISTRATION OF THE COORDINATED STREET FURNITURE PROGRAM,868.72,04/14/2022,HOTEL IN CHICAGO,THE WIT/HILTON (4/10-4/14),3481189951,"JCDECAUX CHICAGO, LLC",06/30/2022
3683126696,04/01/2022,06/30/2022,22203,JIM,,LAZARSKI,RED LIGHT PROGRAM,399.00,04/27/2022,LODGING,"PHILADELPHIA AIRPORT MARRIOTT, ONE ARRIVALS ROAD, TERMINAL B, PHILADELPHIA, PA 19153",413645007,CONDUENT INCORPORATED,07/13/2022
3617261189,04/01/2022,06/30/2022,22203,JIM,,LAZARSKI,RED LIGHT PROGRAM,383.50,04/27/2022,AIRFARE,"AMERICAN AIRLINES; 1 SKYVIEW DRIVE FORT WORTH, TX 76155",413645007,CONDUENT INCORPORATED,07/13/2022
2264236075,04/01/2022,06/30/2022,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,04/08/2022,FILING FEE,CITY OF CHICAGO,3041926199,JOSEPH TRASK,07/14/2022
1418232946,04/01/2022,06/30/2022,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,04/11/2022,FILING FEE,CITY OF CHICAGO,2827430042,"FOHRMAN, JERRY",07/14/2022
57730045,01/01/2022,03/31/2022,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,03/15/2022,FILING FEE,CITY OF CHICAGO,1341112517,"JAKOVLJEVIC, VIKTOR",07/15/2022
2966989584,01/01/2021,03/31/2021,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1025.00,03/25/2021,FILING FEE,CITY OF CHICAGO,2293222099,"SUQUILANDA, CARLOS",06/30/2021
1815184752,04/01/2021,06/30/2021,5861,THOMAS,S,MOORE,VARIATION,525.00,05/17/2021,FILING FEE,CITY OF CHICAGO,3144639784,"VALENCIA, TANYA",12/20/2021
972505962,04/01/2021,06/30/2021,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1025.00,06/14/2021,FILING FEE,CITY OF CHICAGO,3378748892,"CLANCY, MICHAEL",12/20/2021
1571185019,01/01/2021,03/31/2021,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1025.00,01/19/2021,FILING FEE,CITY OF CHICAGO,2554545784,ABRAHAM MARTIN,06/30/2021
2061960013,10/01/2021,12/31/2021,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,10/12/2021,FILING FEE,CITY OF CHICAGO,156650987,"DAVID, MARLENE",12/20/2021
1377794747,01/01/2021,03/31/2021,5861,THOMAS,S,MOORE,VARIATION,525.00,02/22/2021,FILING FEE,CITY OF CHICAGO,2687690411,"ELLIOTT, WILLIAM",06/30/2021
1852270829,07/01/2021,09/30/2021,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1050.00,07/07/2021,FILING FEE,CITY OF CHICAGO,998809250,"CECRLE, RAE ANN",12/20/2021
1995525359,01/01/2021,03/31/2021,5861,THOMAS,S,MOORE,VARIATION,525.00,02/24/2021,FILING FEE,CITY OF CHICAGO,552088081,"SUZUKI, JEFFREY",06/30/2021
4122391599,04/01/2021,06/30/2021,5861,THOMAS,S,MOORE,SAME,1050.00,06/04/2021,SAME,SAME,961415729,"SCHWARTZ, MICHAEL",12/20/2021
1377794747,01/01/2021,03/31/2021,5861,THOMAS,S,MOORE,VARIATION,525.00,02/22/2021,FILING FEE,CITY OF CHICAGO,2145663099,"WILSON, GEORGE",06/30/2021
1928652006,07/01/2021,09/30/2021,5861,THOMAS,S,MOORE,VARIATION,525.00,07/19/2021,FILING FEE,CITY OF CHICAGO,2436956124,"PAPPAS, MARCELO",12/20/2021
2891330203,10/01/2021,12/31/2021,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1025.00,12/01/2021,FILING FEE,CITY OF CHICAGO,531112534,"SIDDIQI, KHALID",12/20/2021
2431331632,01/01/2021,03/31/2021,5861,THOMAS,S,MOORE,VARIATION,525.00,03/15/2021,FILING FEE,CITY OF CHICAGO,3616303795,"THAYER, COURTNEY",06/30/2021
2770944169,07/01/2021,09/30/2021,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,09/20/2021,FILING FEE,CITY OF CHICAGO,3317231200,"PODESTA, TRACY",12/20/2021
612668639,04/01/2021,06/30/2021,5861,THOMAS,S,MOORE,VARIATION,525.00,04/12/2021,FILING FEE,CITY OF CHICAGO,1695957460,"KMEID, WASSIM",12/20/2021
2621936912,01/01/2021,03/31/2021,5861,THOMAS,S,MOORE,VARIATION,2600.00,02/22/2021,FILING FEE,CITY OF CHICAGO,1865394644,"GOLD, PHILIP",06/30/2021
1829681929,04/01/2021,06/30/2021,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1025.00,04/07/2021,FILING FEE,CITY OF CHICAGO,3758603247,"RAMOS, HOMERO",12/20/2021
