Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2020,4094,24950,47665,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,SOUTHERN WISCONSIN BANCSHARES CORPORATION
2020,12721,17803,46864,,JORDAN,,MATYAS,,1818 ADVOCACY GROUP,YESHIVA GEDOLA OF THE MIDWEST
2020,4094,24950,42966,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,CED FOOD LLC
2020,4094,24950,13737,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,SOUTH CHICAGO PACKING CO
2020,4094,24950,47664,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,TRACY BAIM AND MARCY BAIM
2020,4094,24950,46685,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,CHANDLER CONDOMINIUM ASSOCIATION
2020,4094,24950,45921,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,"CHICAGO ASHLAND WEBSTER, LLC"
2020,22901,22901,47666,MR.,GHIAN,,FOREMAN,,MAKTUB DEVELOPMENT LLC,MIDWAY TECHNOLOGY CENTRE OWNER LLC
2020,24806,21035,41871,,JOE,,DOOLEY,,GOOGLE LLC AND ITS AFFILIATES,GOOGLE LLC AND ITS AFFILIATES
2020,18883,21038,47669,MR.,PERICLES,,ABBASI,,THE PERICLES ORGANIZATION,ASHLEY WENDELA AND BRENDAN METZGER
2020,24321,24967,48212,MR.,DANIEL,T,FAHNER,,CONSENSUS GROUP,"LANDMARK CHICAGO INTERESTS, LLC"
2020,16541,25119,47668,,LEAARON,,FOLEY,,"NEUTRON HOLDINGS, INC DBA LIMEBIKE","NEUTRON HOLDINGS, INC DBA LIMEBIKE"
2020,24920,4774,12642,,KATRINA,,STEELE,,COMED,COMED
2020,6561,11521,47670,MR.,RICHARD,,TOTH,,"DALEY AND GEORGES, LTD.","LINCOLN PROVISION, INC."
2020,3877,16921,47671,MR.,GYATA,M,KIMMONS,,"RIDGE STRATEGY GROUP, LLC","WENDELLA SIGHTSEEING, INC."
2020,12141,23665,47997,MR.,RICHARD,,FRIEDMAN,,"NEAL & LEROY, LLC","ATRIUM MALL, LLC"
2020,24922,25267,47988,,ART,,TURNER,,GR CONSULTING,TOBACCO FREE KIDS ACTION FUND
2020,11701,11521,47670,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","LINCOLN PROVISION, INC."
2020,24810,25122,47673,,SUSAN,,DONOVAN,,THE NATURE CONSERVANCY,THE NATURE CONSERVANCY
2020,13961,7162,22501,MRS.,MARIA,,AROSTEGUY,,KPMG LLP,KPMG LLP
2020,24809,25121,47672,,RYAN,,MCCREERY,,RYAN MCCREERY,NGPL
2020,24811,25123,47674,,MARGARET,,VAUGHN,,MARGARET VAUGHN,CHICAGO ROOFING CONTRACTORS ASSOCIATION
2020,24811,25123,47675,,MARGARET,,VAUGHN,,MARGARET VAUGHN,ILLINOIS FIREFIGHTERS ASSOCIATION
2020,24703,24847,47296,,ANNE,,EVENS,,ELEVATE ENERGY,ELEVATE ENERGY
2020,3877,16921,47676,MR.,GYATA,M,KIMMONS,,"RIDGE STRATEGY GROUP, LLC","BIRD RIDES, INC."
2020,24766,25071,34381,,ADRIENNE,,JONES,,"AMJ CONSULTING GROUP, LLC",CHICAGO ASSOCIATION OF REALTORS
2020,4269,24542,47507,MR.,PEDRO,,CERVANTES,,"TRISTAN & CERVANTES, LLC","PALO ALTO NETWORKS, INC."
2020,23424,24993,34381,MRS.,MARGARET,,HOULIHAN SMITH,,"CAPITOLHALL PARTNERS, LLC",CHICAGO ASSOCIATION OF REALTORS
2020,24812,24847,47296,,GUSTAVO,,SANDOVAL,,ELEVATE ENERGY,ELEVATE ENERGY
2020,3845,24991,47679,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,"L-EVATION BOTANICALS, LLC"
2020,3845,24991,47681,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,"1650 FULLERTON, LLC"
2020,3845,24991,47687,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,"GREEN ENGINE, LLC"
2020,3845,24991,47686,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,CUSTOM STRAINS LLC
2020,3845,24991,47678,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,3244 - 50 WEST BRYN MAWR LLC
2020,3845,24991,47683,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,DIAMOND STAR UNDERGROUND LLC - INFUSER
2020,5721,25270,47998,MR.,GENE,C,SCHULTER,,TANIUM INC,TANIUM INC
2020,4273,4384,48213,MR.,JACK,L,PARRINO,ESQ,THOMPSON COBURN LLP,THE GRAND AUGUSTA LLC
2020,3845,24991,47559,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,FLORIN PAVEL
2020,3845,24991,47677,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,FOSTER AND LINCOLN LLC
2020,3845,24991,47684,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,"URBAN SYNERGY, LLC"
2020,3845,24991,47680,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,2017 BAKER MENDELL LLC
2020,3845,24991,47685,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,"FUTURE OF THE LEAF ENTERPRISES, LLC"
2020,3845,24991,47682,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,"DIAMOND STAR UNDERGROUND, LLC"
2020,3845,24991,45965,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,"DL3 REALTY, LP"
2020,10921,11521,47999,,WILLIAM,,O'DONAGHUE,,"DALEY AND GEORGES, LTD.",DON BIGOTES MICHES LLC
2020,24321,24967,48210,MR.,DANIEL,T,FAHNER,,CONSENSUS GROUP,"LANDMARK CHICAGO INTERESTS, LLC"
2020,4316,4384,48213,MR.,BERNARD,I,CITRON,,THOMPSON COBURN LLP,THE GRAND AUGUSTA LLC
2022,25520,25626,49280,,BROOKE,,LENNEMAN,,ELROD FRIEDMAN LLP,"MARRIOTT INTERNATIONAL, INC."
2021,25206,25704,48563,,ABBY,,KIEFER,,"AIRBNB, INC.","AIRBNB, INC."
2021,4162,25496,48564,,MARY,K,MINAGHAN,,MARY MINAGHAN D/B/A MKM SERVICES,"THE DRISCOLL FIRM, LLC"
2021,25208,25705,16853,MS.,LISA,,DUARTE,,POINT OF DIFFERENCE STRATEGIES,HNTB CORP.
2021,9382,4384,47107,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,REBEL HOSPITALITY LLC
2021,9382,4384,48355,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,"GRL PROPERTIES, LLC"
2021,9382,4384,48356,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,"WOPPEL JR., JOHN"
2021,7402,24301,48566,MR.,DEAN,T,MARAGOS,,"MARAGOS & MARAGOS I, CHTD.",TODD BIRKELAND
2021,4316,4384,48567,,BERNARD,I,CITRON,,THOMPSON COBURN LLP,ZSD CORP.
2021,9382,4384,48213,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,THE GRAND AUGUSTA LLC
2021,9382,4384,47962,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,VISION 2020 INVESTMENT GROUP LLC
2021,4202,4384,48567,,KATRIINA,,MCGUIRE,,THOMPSON COBURN LLP,ZSD CORP.
2021,9382,4384,48567,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,ZSD CORP.
2021,9382,4384,48093,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,LONGFORD CONSTRUCTION
2021,25208,25705,42041,MS.,LISA,,DUARTE,,POINT OF DIFFERENCE STRATEGIES,"COMPUTER AID, INC."
2021,4202,4384,48568,,KATRIINA,,MCGUIRE,,THOMPSON COBURN LLP,"WHITE OAK REALTY PARTNERS, LLC"
2021,9382,4384,48360,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,LANDROSH DEVELOPMENT LLC
2021,9382,4384,12565,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,TARGET CORPORATION
2021,25209,23204,47374,,MICHAEL,,SUTHERLAND,,SDI PRESENCE LLC,SDI PRESENCE LLC
2021,21261,22241,42886,,ROBERT,,GREENLEE,,"TUSK STRATEGIES, INC.","CITY STORAGE SYSTEMS, LLC"
2021,25210,23204,47374,,DERK,,RIMSTIDT,,SDI PRESENCE LLC,SDI PRESENCE LLC
2021,25324,25861,48778,,MARY,,TARULLO,TARULLO,CHICAGO COALITION FOR THE HOMELESS,CHICAGO COALITION FOR THE HOMELESS
2021,20343,25546,48780,,MICHAEL,,RUEMMLER,,MICHAEL RUEMMLER,OMEGA ASSOCIATES
2021,25331,25861,48740,MR.,NICK,,JEFFERSON,JEFFERSON,CHICAGO COALITION FOR THE HOMELESS,CHICAGO COALITION FOR THE HOMELESS
2021,4278,25560,48784,,HOMERO,,TRISTAN,,"TRISTAN & CERVANTES, LLC","TAQUERIA LA HACIENDITA, INC."
2021,5861,13541,48783,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","ROLEK, EDWARD"
2021,25212,25707,47825,MR.,NICHOLAS,,STANDIFORD,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",SEA CRAFT LLC
2021,4269,24542,48784,,PEDRO,,CERVANTES,CERVANTES,"TRISTAN & CERVANTES, LLC","TAQUERIA LA HACIENDITA, INC."
2021,25212,25707,48574,MR.,NICHOLAS,,STANDIFORD,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",SALIL AND NIKETA GANDHI
2021,25211,25706,48569,MS.,TANYA,,GEORGE,,JEFFERIES LLC,JEFFERIES LLC
2021,14361,25721,20983,MS.,MARY,,KENNEY,,BMO HARRIS BANK N.A.,BMO HARRIS BANK NA
2021,24884,25211,47883,MR.,JOSEPH,A,MOORE,,"JOE MOORE STRATEGIES, LLC",TEMPUS REAL ESTATE GROUP
2021,4397,12107,48578,MR.,WARREN,E,SILVER,,SILVER LAW OFFICE PC,EVOKE TATTOOS LLC
2021,4397,12107,48577,MR.,WARREN,E,SILVER,,SILVER LAW OFFICE PC,HUMAN CAPITAL RESEARCH CORP
2021,24884,25211,48579,MR.,JOSEPH,A,MOORE,,"JOE MOORE STRATEGIES, LLC",ZULFIQAR MIRZA
2021,4397,12107,48580,MR.,WARREN,E,SILVER,,SILVER LAW OFFICE PC,"DESAI, AASH"
2021,25224,25465,47348,MR.,MATTHEW,T,SERAFIN,SERAFIN,STRATEGIA CONSULTING LLC,SMALL BUSINESS ADVOCACY COUNCIL
2021,4007,24958,48035,,JOHN,J,"KELLY, JR.",,"ALL-CIRCO, INC.",Y2X LIFE SCIENCES
2021,25223,25722,48582,,DEIDRA,,SUBER,,"CITY STORAGE SYSTEMS, LLC","CITY STORAGE SYSTEMS, LLC"
2021,25123,22241,48581,,SETH,,WEBB,,"TUSK STRATEGIES, INC.",INDIGOV CORPORATION
2021,13202,25723,48575,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",TP 106TH LLC
2023,28061,24370,50982,,LISA,,KOERNER,,ILLINOIS ENVIRONMENTAL COUNCIL,ILLINOIS ENVIRONMENTAL COUNCIL
2020,3740,23542,47689,MR.,MICHAEL,J,KASPER,,"KASPER & NOTTAGE, P.C.",SECURITIES INDUSTRY & FINANCIAL MARKETS ASSOCIATION
2020,24813,24847,47296,,ELENA,,SAVONA,,ELEVATE ENERGY,ELEVATE ENERGY
2020,24814,25124,47690,,MICHAEL,,REEVER,,JOHNSON & JOHNSON,JOHNSON & JOHNSON
2020,24815,24847,47296,MS.,EMILY,E.,ROBINSON,,ELEVATE ENERGY,ELEVATE ENERGY
2020,21261,21741,47688,,ROBERT,,GREENLEE,,"TUSK STRATEGIES, INC.","UNQORK, INC."
2020,8162,12085,29581,MR.,GERY,J.,CHICO,,"CHICO & NUNES, P.C.",JOEL KENNEDY CONSTRUCTING CORP.
2020,8162,12085,47691,MR.,GERY,J.,CHICO,,"CHICO & NUNES, P.C.","MINDFUL ILLINOIS, LLC"
2020,6104,12085,47691,MR.,LAWRENCE,S.,ADELSON,,"CHICO & NUNES, P.C.","MINDFUL ILLINOIS, LLC"
2020,24816,24847,47296,,ANTONIA,,ORNELAS,,ELEVATE ENERGY,ELEVATE ENERGY
2020,24884,25211,48001,MR.,JOSEPH,A,MOORE,,"JOE MOORE STRATEGIES, LLC",U.S. INDIA FRIENDSHIP COUNCIL
2020,19861,21085,48000,,XIMENA,,CASTRO,ESQ.,"ACOSTA EZGUR, LLC",KATMERKA RAMIC
2020,5861,23601,48003,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, P.C.","FISHER, DOUG"
2020,3877,16921,34381,MR.,GYATA,M,KIMMONS,,"RIDGE STRATEGY GROUP, LLC",CHICAGO ASSOCIATION OF REALTORS
2020,3877,16921,38601,MR.,GYATA,M,KIMMONS,,"RIDGE STRATEGY GROUP, LLC",STARBUCKS CORPORATION
2020,25081,25404,48187,,MATTHEW,,JOHANSON,,DFS SERVICES LLC,DFS SERVICES LLC
2020,24924,25272,48005,MR.,THOMAS,,CUCULICH,,CHICAGOLAND ASSOCIATED GENERAL CONTRACTORS,CHICAGOLAND ASSOCIATED GENERAL CONTRACTORS
2020,5861,23601,48004,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, P.C.","PRICE, MELINDA"
2020,5861,23601,48002,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, P.C.","HARRIS, JODI"
2020,13282,15961,47698,,MADELEINE,R,HILL,,MADELEINE HILL,S/POINT VENTURES
2020,4278,24542,48006,MR.,HOMERO,,TRISTAN,,"TRISTAN & CERVANTES, LLC",IBERIAN CAFES LLC SERIES IBERIAN CAFES CHICAGO
2023,25760,26761,52684,MR.,GERALD,,GARCIA,,GERALD GARCIA ZONING CONSULTANT INC.,RICHARDO AND BERNICE LOZADA
2020,24922,25273,47988,,ART,,TURNER,,GR CONSULTING,TOBACCO FREE KIDS ACTION FUND
2020,20481,25128,45690,MS.,DEBBIE,,LAKAMP,,ILLINOIS STATE VETERINARY MEDICAL ASSOCIATION,ILLINOIS STATE VETERINARY MEDICAL ASSOCIATION
2020,20567,21062,41726,,LINDSAY,,ANDERSON,,CARPENTER LIPPS & LELAND LLP,ILLINOIS STATE VETERINARY MEDICAL ASSOCIATION
2020,13282,15961,47699,,MADELEINE,R,HILL,,MADELEINE HILL,SUITE HOME
2020,24915,25267,47988,,LARRY,C,LUSTER,,GR CONSULTING,TOBACCO FREE KIDS ACTION FUND
2020,3847,24345,48024,MRS.,GRAHAM,C,GRADY,,"TAFT, STETTINIUS & HOLLISTER LLP","HUDSON MICHIGAN AVENUE, LLC"
2020,24742,18401,36842,MR.,ROBERT,,GALLO,,AARP ILLINOIS,AARP
2020,18181,24923,13163,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,"APPLE, INC"
2020,4624,5042,47703,MS.,WILLIAM,F,SMITH,,CORNERSTONE GOVERNMENT AFFAIRS,R4
2020,24818,25129,47704,,DIANE,,FOOTE,,ILLINOIS LIBRARY ASSOCIATION,ILLINOIS LIBRARY ASSOCIATION
2020,14921,24401,47705,MR.,PATRICK,,CAREY,,COZEN O'CONNOR PUBLIC STRATEGIES,THE AZEK COMPANY
2020,14921,24401,41834,MR.,PATRICK,,CAREY,,COZEN O'CONNOR PUBLIC STRATEGIES,"AMAZON.COM, INC."
2020,24780,25131,47706,,MATTHEW,,SWENTKOFSKE,,MOLSON COORS BEVERAGE COMPANY USA LLC,MOLSON COORS BEVERAGE COMPANY USA LLC
2020,18181,25130,42341,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,UNITED CENTER JOINT VENTURE
2020,18181,25130,47394,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,PUBLIC MEDIA INSTITUTE
2020,18181,25130,16141,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,ILLINOIS HOTEL AND LODGING ASSOCIATION
2020,18181,25130,45645,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,BROOKFIELD PROPERTIES RETAIL
2020,18181,25130,47044,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,"RJB PROPERTIES, INC."
2019,24582,25132,47269,MS.,GINA,M,CARUSO,,CARUSO CONSULTS LLC,OAK STREET COUNCIL
2020,18181,25130,47650,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,TOBACCO-FREE KIDS ACTION FUND
2020,18181,25130,47260,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,"SCIENTIFIC GAMES INTERNATIONAL, INC."
2020,18181,25130,47298,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,ACREAGE HOLDINGS
2020,18181,25130,45661,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,TALMAN CONSULTING
2020,4269,24542,47078,MR.,PEDRO,,CERVANTES,,"TRISTAN & CERVANTES, LLC","WHEELS LABS, INC."
2020,18181,25130,47271,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,SHIELD COMPLIANCE LLC
2020,18181,25130,13163,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,"APPLE, INC"
2020,21841,25047,39907,,WILL,,COUSINEAU,,CORNERSTONE GOVERNMENT AFFAIRS,ABBVIE INC.
2020,9621,20301,47708,MR.,MICHAEL,,EZGUR,,"ACOSTA EZGUR, LLC","DAC DEVELOPMENTS, LLC"
2020,9621,20301,47707,MR.,MICHAEL,,EZGUR,,"ACOSTA EZGUR, LLC","WMS PROPERTY, LLC"
2020,18883,21038,48026,MR.,PERICLES,,ABBASI,,THE PERICLES ORGANIZATION,STANLEY C JOHNSON
2020,3847,24345,47495,MRS.,GRAHAM,C,GRADY,,"TAFT, STETTINIUS & HOLLISTER LLP","PDI MEDICAL III, LLC"
2020,3847,24345,48022,MRS.,GRAHAM,C,GRADY,,"TAFT, STETTINIUS & HOLLISTER LLP",SWEDISH HOSPITAL
2020,24926,25275,48025,MR.,HAFIZ,K,KHAN,,F.H.BLACK & COMPANY INCORPORATED,F.H.BLACK & COMPANY INCORPORATED
2020,3847,24345,47725,MRS.,GRAHAM,C,GRADY,,"TAFT, STETTINIUS & HOLLISTER LLP","SEAWAY CHATHAM, LLC"
2020,3847,24345,48021,MRS.,GRAHAM,C,GRADY,,"TAFT, STETTINIUS & HOLLISTER LLP","63RD MARYLAND, LLC"
2020,3847,24345,48023,MRS.,GRAHAM,C,GRADY,,"TAFT, STETTINIUS & HOLLISTER LLP","HILLS PROPERTY, LLC"
2020,24927,24141,28642,MR.,CHRISTOPHER,,JESSUP,,ILLINOIS HEALTH AND HOSPITAL ASSOCIATION,ILLINOIS HOSPITAL ASSOCIATION
2023,25748,27102,52706,MR.,THOMAS,S,MOORE,,"MCCARTHY DUFFY, LLP","HARDIN, KATHY"
2020,25082,25405,48187,,MATTHEW,,TOWSON,,DFS SERVICES LLC,DFS SERVICES LLC
2021,13202,25723,47401,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",DANIEL BRESLIN
2021,13202,25723,47456,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","SEMCO REALTY GROUP, LLC"
2021,13202,25723,48383,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",3058 N KOSTNER LLC
2021,13202,25723,47953,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",ELAM INDUSTRIES LLC
2021,4239,25724,25721,,KEVIN,J,WOLFBERG,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",CLARK STREET REAL ESTATE
2021,13202,25723,44652,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","TRI HOMES TODAY, LLC"
2021,23424,24993,48564,MRS.,MARGARET,,HOULIHAN SMITH,,"CAPITOLHALL PARTNERS, LLC","THE DRISCOLL FIRM, LLC"
2021,13202,25723,48375,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",DOOR 24 WINE LLC
2021,13202,25723,33781,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","RULE TRANSFER IL, INC."
2021,13202,25723,48378,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","PARADISE 1, LLC"
2021,4116,25537,47947,,JEROME,S,SCHAIN,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","CHICAGO JOURNEYMEN PLUMBERS LOCAL 130, UA"
2021,13202,25723,48381,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","NY II, LLC"
2021,3827,13661,48259,,MARGARET,M,TINUCCI-JARES,,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,"HUNT DEVELOPMENT GROUP LLC /  PENNROSE, LLC"
2021,13202,25723,48576,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",6632 NORTH CLARK LLC
2021,13202,25723,47400,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",BASS MANAGEMENT
2021,25226,25509,47960,MR.,MARK,,BARBATO,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2021,15661,25465,48583,MS.,LISSA,E.,DRUSS,,STRATEGIA CONSULTING LLC,PHIL STEFANI SIGNATURE RESTAURANTS
2021,13202,25723,48570,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",5805 ARCHER LLC
2021,13202,25723,48573,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","MALDONADO PROPERTIES, INC."
2021,13202,25723,48121,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",ROOSEVELT OPERATIONS INC.
2021,13202,25723,48373,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",3015 N SOUTHPORT LLC
2021,13202,25723,27625,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",NOVAK CONSTRUCTION COMPANY
2021,13202,25723,48100,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",H HOMES &  DEVELOPMENT LLC
2021,13202,25723,48374,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",NEW CHAN LLC
2021,13202,25723,48571,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",7107 W. GRAND BUILDING PARTNERSHIP
2021,13202,25723,47828,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","UPTOWN 4601 OWNER, LLC"
2021,13202,25723,48572,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",LUIS CUZCO
2021,4239,25724,48575,,KEVIN,J,WOLFBERG,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",TP 106TH LLC
2021,5861,13541,46674,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","O'NEILL, STEPHEN T."
2021,25174,24542,48784,,SONY,,CORTES,,"TRISTAN & CERVANTES, LLC","TAQUERIA LA HACIENDITA, INC."
2021,24771,25077,47631,MR.,DAVID,,APPLEGATE,,THE KENNEDY FORUM ILLINOIS,THE KENNEDY FORUM ILLINOIS
2021,5861,13541,34227,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","CECRLE, RAE ANN"
2021,5861,13541,48782,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","BACIO, ROSA"
2021,25423,25942,48982,MR.,ROBERT,G,REITER,JR.,CHICAGO FEDERATION OF LABOR,CHICAGO FEDERATION OF LABOR
2021,5861,13541,48781,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, PC","CULLERTON, GARRITT"
2021,25425,10406,28843,MR.,LOU,,WEEKS,WEEKS,UNITE HERE LOCAL 1,UNITE HERE LOCAL 1
2021,25424,16464,48981,MR.,OMARI,,PRINCE,,"REYES KURSON, LTD.",INSIGHT HOSPITAL
2020,18181,25130,47709,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,FARMERS FRIDGE
2020,24824,25133,28787,,JAMES,,SIFUENTES,,SAINT ANTHONY HOSPITAL,SAINT ANTHONY HOSPITAL
2020,24822,25133,28787,MR.,GUY,A.,MEDAGLIA,,SAINT ANTHONY HOSPITAL,SAINT ANTHONY HOSPITAL
2020,4126,21049,47710,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,"SERVERFARM, LLC"
2020,24825,25133,28787,,BOB,,ENKEMA,,SAINT ANTHONY HOSPITAL,SAINT ANTHONY HOSPITAL
2020,24826,25134,29581,,IRENE,S,CAMINER,,"CAMINER LAW, LLC",JOEL KENNEDY CONSTRUCTING CORP.
2020,13761,23461,47712,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,JC RESTORATION
2020,24828,25135,47711,MS.,CHRISTINA,,WARDEN,,WOMEN EMPLOYED,WOMEN EMPLOYED
2020,4126,21049,47713,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,"UNQORK, INC"
